timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
565718475,565690978,-0.00023084618,-8.0633654e-05,-0.10167185,0.9986943,-0.04466396,-0.024776474,0.0009794708,-0.00093144743,-0.0029073774,-0.0043418957,0.0011803239,-0.007675632,0.00017595149,1.2416623e-07,1.7971047e-07,1.0341338e-07,1.0864449e-07,1.2398877e-07,1.6672348e-07,1.1337975e-05,1.4679522e-05,6.6061657e-06,2,3,1,100
565758801,565730714,-0.00025197907,-4.916989e-05,-0.1015425,0.9986911,-0.044718962,-0.024805803,0.0010186142,-0.0023778544,-0.002671835,-0.0039032062,0.012765009,0.0097965365,-0.006167232,1.2407315e-07,1.7966958e-07,1.0325749e-07,1.0378038e-07,1.210452e-07,1.6447802e-07,1.1225637e-05,1.455687e-05,6.549517e-06,2,3,1,100
565791114,565760567,-0.00027514438,-7.1997514e-05,-0.10157013,0.99869317,-0.044687964,-0.024778588,0.0010034427,-0.0019728339,-0.0024230806,-0.0038585612,0.00059341727,0.00027830043,0.0003786713,1.2395579e-07,1.7967618e-07,1.0315144e-07,1.026899e-07,1.1754731e-07,1.6186408e-07,1.1277816e-05,1.44669175e-05,6.52122e-06,2,3,1,100
565821322,565792466,-0.00030029367,-2.6691463e-05,-0.10147432,0.9986917,-0.044716746,-0.024785968,0.0010267873,-0.0019560936,-0.0021871082,-0.003700122,0.014749111,0.0039029869,-0.010021378,1.2389218e-07,1.79674e-07,1.031177e-07,1.01785496e-07,1.14715064e-07,1.5956033e-07,1.1300729e-05,1.4397582e-05,6.5108266e-06,2,3,1,100
565857399,565832134,-0.0003218935,-4.783453e-05,-0.101508334,0.9986919,-0.04470884,-0.02479033,0.0010394896,-0.0019497207,-0.0024108223,-0.003722622,-0.013839282,0.0034093265,0.0024914893,1.2388628e-07,1.7967588e-07,1.0304347e-07,1.02209874e-07,1.1502457e-07,1.5707802e-07,1.1316489e-05,1.4475417e-05,6.4920155e-06,2,3,1,100
565886802,565861878,-0.00033120782,-6.3099586e-05,-0.10156672,0.9986924,-0.044694502,-0.024795892,0.0010308882,-0.0020797735,-0.0023815187,-0.0044678412,0.013334977,-0.010021505,-0.0016194775,1.2392603e-07,1.7967523e-07,1.0309503e-07,1.03968e-07,1.1739416e-07,1.5482453e-07,1.1362388e-05,1.4597084e-05,6.471937e-06,2,3,1,100
565917661,565891629,-0.00034138496,-7.7675984e-05,-0.101655535,0.99869263,-0.044701852,-0.024773592,0.0010527854,-0.0017882123,-0.0020005459,-0.0046696127,-0.018042278,-0.0031843109,0.0021411388,1.240254e-07,1.7973818e-07,1.0312047e-07,1.046191e-07,1.1819007e-07,1.5087305e-07,1.1345885e-05,1.4584514e-05,6.4189553e-06,2,3,1,100
565960804,565931314,-0.00028609473,-6.3795596e-05,-0.101769336,0.9986933,-0.044657074,-0.024827408,0.0010398137,-0.0019266679,-0.0032438,-0.0053685084,0.0057038744,-0.007918191,-0.00040186182,1.2414016e-07,1.798255e-07,1.0323384e-07,1.13787216e-07,1.305541e-07,1.5150992e-07,1.174582e-05,1.5282374e-05,6.449898e-06,2,3,1,100
565982813,565961119,-0.000289235,-5.3040836e-05,-0.101726346,0.9986911,-0.044731114,-0.02478126,0.001078568,-0.002027369,-0.0021178452,-0.0048071286,-0.00031299714,0.005410379,0.00020880841,1.2429196e-07,1.8034092e-07,1.03549e-07,1.17380544e-07,1.3009463e-07,1.6748942e-07,1.17877335e-05,1.5031815e-05,6.8383533e-06,2,3,1,100
566024751,565990942,-0.00029988168,-0.00010615446,-0.101721115,0.99869317,-0.04467271,-0.024803247,0.0010433457,-0.001921016,-0.003045979,-0.004937679,0.0068630287,-0.006448091,-0.00046721153,1.2447795e-07,1.8072826e-07,1.0370667e-07,1.19172476e-07,1.3008676e-07,1.793575e-07,1.17767395e-05,1.4966545e-05,7.0197743e-06,2,3,1,100
566059353,566032782,-0.00019307931,-6.1668197e-06,-0.10173693,0.99868935,-0.04473059,-0.024850445,0.0011005071,-0.00093776145,-0.001791704,-0.0056298743,0.0036530972,-0.01395035,-0.002200956,1.2473635e-07,1.8126599e-07,1.03768734e-07,1.1823658e-07,1.2657736e-07,1.7514989e-07,1.1719406e-05,1.4792222e-05,6.8088852e-06,2,3,1,100
566087898,566062560,-0.00023747019,-1.4899506e-05,-0.10173374,0.9986916,-0.044663467,-0.024881745,0.0010717352,-0.001014335,-0.0016871803,-0.005471875,-0.0070117703,-0.008460787,0.00036192455,1.2479863e-07,1.8125964e-07,1.0376907e-07,1.1287863e-07,1.2198775e-07,1.6327249e-07,1.1493793e-05,1.46509665e-05,6.5192708e-06,2,3,1,100
566121043,566092324,-0.00022999002,8.844508e-06,-0.10157343,0.99869037,-0.044726364,-0.024817703,0.0011279755,-0.0008747136,-0.0015795312,-0.0047402005,-0.0029750287,-0.0075814743,-0.0022620345,1.2455223e-07,1.8106665e-07,1.0369106e-07,1.0457885e-07,1.1715829e-07,1.5985682e-07,1.1212941e-05,1.4451705e-05,6.484215e-06,2,3,1,100
566160811,566132021,-0.0002511655,-0.00020963236,-0.101634495,0.99869215,-0.044678167,-0.024831407,0.0010972379,-0.003636141,-0.004513294,-0.0048483266,-0.007568338,0.011037033,0.0036053169,1.2376083e-07,1.7983946e-07,1.0324992e-07,8.35684e-08,8.616915e-08,1.5301023e-07,1.0361482e-05,1.27903795e-05,6.4407327e-06,2,3,1,100
566188553,566161814,-0.00026965482,-0.00022858007,-0.10161043,0.9986912,-0.04470876,-0.024814658,0.0011072169,-0.0034039775,-0.0034832866,-0.005177012,0.008104066,0.010691292,-0.009841525,1.2383661e-07,1.7998764e-07,1.0325627e-07,9.338714e-08,1.0000355e-07,1.5440115e-07,1.12049765e-05,1.4305474e-05,6.4770593e-06,2,3,1,100
566218798,566191593,-0.00028043555,-0.00019839502,-0.101631716,0.9986916,-0.04468436,-0.024843106,0.0011086889,-0.0029449393,-0.002955815,-0.0050642183,-0.0039766505,0.0018857664,0.0014065636,1.239434e-07,1.801273e-07,1.0325827e-07,1.015275e-07,1.1309608e-07,1.5621414e-07,1.1541993e-05,1.48909e-05,6.5350014e-06,2,3,1,100
566254854,566231319,-0.00039373024,-0.00018645776,-0.101759054,0.9986924,-0.044682935,-0.024812136,0.001114203,-0.0030020967,-0.0026396543,-0.0058175065,0.0084635485,-0.003971275,-0.0025580819,1.2396163e-07,1.8023107e-07,1.03206965e-07,1.0773458e-07,1.199315e-07,1.5250563e-07,1.1632486e-05,1.48378e-05,6.463338e-06,2,3,1,100
566288937,566261146,-0.0002542222,-0.0001486489,-0.10192842,0.9986908,-0.044705864,-0.024834707,0.0011466176,-0.0015778593,-0.0015715213,-0.006220597,-0.007863129,0.003924105,0.0054495847,1.241445e-07,1.8044656e-07,1.0332627e-07,1.0824668e-07,1.202219e-07,1.5111975e-07,1.14735485e-05,1.4543448e-05,6.4711717e-06,2,3,1,100
566319806,566290989,-0.00038212579,-0.00018803844,-0.101886876,0.99869263,-0.044689324,-0.024790915,0.0011238016,-0.0029175102,-0.0022122364,-0.0057052295,0.004853477,0.00079312443,-0.004723403,1.2427468e-07,1.8092314e-07,1.03475436e-07,1.14519224e-07,1.2731911e-07,1.6614716e-07,1.1702489e-05,1.4925653e-05,6.801753e-06,2,3,1,100
566357612,566330864,-0.00049868005,-0.00024612353,-0.10183551,0.9986908,-0.04471842,-0.0248119,0.001155986,-0.0030606324,-0.003082368,-0.005441186,-0.0076643527,0.002401624,0.000532474,1.2467403e-07,1.8155687e-07,1.03761295e-07,1.2167628e-07,1.3548451e-07,1.8126657e-07,1.1940288e-05,1.5294621e-05,7.046062e-06,2,3,1,100
566388832,566360747,-0.00037964413,-0.00018088706,-0.10191159,0.9986922,-0.04467739,-0.024829905,0.0011140124,-0.0018101459,-0.0028513395,-0.005742567,0.002380796,-0.00024643293,-0.0012769208,1.2481723e-07,1.8188496e-07,1.0392005e-07,1.3098014e-07,1.3820603e-07,1.7861362e-07,1.2252924e-05,1.5339072e-05,6.860179e-06,2,3,1,100
566416894,566390626,-0.0003967936,-9.350517e-05,-0.10188328,0.9986905,-0.044720203,-0.024821704,0.0011641601,-0.0017427109,-0.001797569,-0.0055092736,-0.011425522,-0.007163146,0.0008816834,1.2491839e-07,1.8195577e-07,1.03995404e-07,1.3241183e-07,1.4378809e-07,1.7477647e-07,1.2162352e-05,1.5601841e-05,6.6885173e-06,2,3,1,100
566457783,566430494,-0.0004032173,-0.00012692701,-0.1019552,0.9986907,-0.04469059,-0.024865333,0.001124958,-0.0020569894,-0.0019075931,-0.0059821615,0.007021139,0.0015237248,0.0011956354,1.2485198e-07,1.8182061e-07,1.03962215e-07,1.1855632e-07,1.3150442e-07,1.6189314e-07,1.1543871e-05,1.4872692e-05,6.4352703e-06,2,3,1,100
566488565,566460380,-0.00031480214,-6.861255e-05,-0.10186341,0.9986879,-0.04474566,-0.024876412,0.0011686889,-0.00079191633,-0.0016777064,-0.0057144198,-0.010864139,-0.005376003,-0.001317925,1.2487165e-07,1.8166797e-07,1.0386492e-07,1.0917986e-07,1.2397895e-07,1.6170192e-07,1.1337872e-05,1.4648812e-05,6.507007e-06,2,3,1,100
566522357,566500270,-0.0004886449,-0.00017272888,-0.1017359,0.99869084,-0.04471871,-0.024811689,0.0011302246,-0.004783645,-0.0026513205,-0.0051351767,8.463542e-05,0.004151942,0.0050283438,1.24711e-07,1.8159294e-07,1.0378838e-07,1.170303e-07,1.3031315e-07,1.5984384e-07,1.1874327e-05,1.5273112e-05,6.482034e-06,2,3,1,100
