timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
575553741,575552734,68339896,59.396201899999994,24.6605965,-0.15192997,-2.8457787,-9.6967125,-0.022485403,-0.0058500394,-0.06750712,-0.34479523,0.2638431,-0.41804084,-0.2656888,0.037437953,0.037413422,0.009335578,-0.52718055,1.2895426,1.3394829,-0.16219245,0.03563765,28.05643,7.199394,0.21095121,0.19211452,0.13288178,0.080285884,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575564041,575562753,68339896,59.396201899999994,24.6605965,-0.17427611,-2.8372386,-9.699024,-0.022485403,-0.0058500394,-0.06750712,-0.34286952,0.31525138,-0.42344913,-0.27069545,0.037437953,0.037413422,0.009335578,1.3526356,3.6839821,-2.5705652,-0.1623094,0.03563765,28.05643,7.201706,0.21185367,0.19270085,0.13351752,0.0804078,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575573920,575572784,68339896,59.396201899999994,24.6605965,-0.19592415,-2.828388,-9.701602,-0.022485403,-0.0058500394,-0.06750712,-0.32821757,0.3713571,-0.4448908,-0.29181898,0.037437953,0.037413422,0.009335578,2.0319626,4.841971,-2.0985634,-0.16234224,0.03563765,28.05643,7.2042837,0.21275967,0.19328873,0.13417895,0.0805306,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575584015,575582791,68339896,59.396201899999994,24.6605965,-0.21694249,-2.81924,-9.704334,-0.022485403,-0.0058500394,-0.06750712,-0.3367446,0.41945547,-0.43944862,-0.28613892,0.037437953,0.037413422,0.009335578,-0.57350177,4.2031054,1.3606431,-0.16245973,0.03563765,28.05643,7.207016,0.21366943,0.1935814,0.1349806,0.08059484,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575593938,575592810,68339896,59.396201899999994,24.6605965,-0.23749736,-2.8098483,-9.707016,-0.022485403,-0.0058500394,-0.06750712,-0.33935395,0.46278724,-0.42610317,-0.27263248,0.037437953,0.037413422,0.009335578,1.9220467,4.6043034,0.7452518,-0.16225964,0.03563765,28.05643,7.2096977,0.2145819,0.19417149,0.1358413,0.080726266,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575604026,575602828,68339896,59.396201899999994,24.6605965,-0.25740093,-2.8002458,-9.709708,-0.022485403,-0.0058500394,-0.06750712,-0.3190404,0.5020126,-0.42799884,-0.2744408,0.037437953,0.037413422,0.009335578,3.6227062,4.630391,-0.34838563,-0.16234706,0.03563765,28.05643,7.21239,0.21549714,0.19476312,0.1366783,0.08085535,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575615281,575612847,68339896,59.396201899999994,24.6605965,-0.2821113,-2.7911692,-9.711079,-0.022485403,-0.0058500394,-0.06750712,-0.31911644,0.5406682,-0.42297748,-0.26798898,0.037437953,0.037413422,0.009335578,1.1246425,4.4278917,0.17516941,-0.16270222,0.03563765,28.05643,7.2137604,0.20284855,0.18791106,0.12837371,0.07843925,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575623984,575622866,68339896,59.396201899999994,24.6605965,-0.306197,-2.781828,-9.712482,-0.022485403,-0.0058500394,-0.06750712,-0.3326256,0.58549166,-0.41061655,-0.25432697,0.037437953,0.037413422,0.009335578,0.043438066,4.528397,1.2793145,-0.16350406,0.03563765,28.05643,7.215164,0.20366804,0.18847476,0.12901632,0.07856892,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575634111,575632885,68339896,59.396201899999994,24.6605965,-0.3296385,-2.77223,-9.713927,-0.022485403,-0.0058500394,-0.06750712,-0.32532826,0.6347481,-0.41588897,-0.2584228,0.037437953,0.037413422,0.009335578,2.250493,6.998859,-1.7144288,-0.16438217,0.03563765,28.05643,7.216609,0.20449115,0.18904005,0.12989457,0.07870236,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
575643978,575642904,68339896,59.396201899999994,24.6605965,-0.35231322,-2.7623158,-9.715605,-0.022485403,-0.0058500394,-0.06750712,-0.3185808,0.68792975,-0.4296836,-0.2711606,0.037437953,0.037413422,0.009335578,0.6925866,7.991764,-0.78234184,-0.16539903,0.03563765,28.05643,7.2182865,0.20531817,0.18960692,0.13083212,0.07884042,inf,inf,inf,inf,1,1,1,1,2,2,2,2,3,1,1,1,0,0,0
